id,time,summary,icon,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility,ozone,precipType,,,,,,
2483,1492189200,Overcast,cloudy,0,0,69.64,70.04,62.99,0.79,6.77,8.99,110,1,4,6.481,,,,,,,,,
2484,1492192800,Overcast,cloudy,0,0,70.94,71.35,63.3,0.77,5.09,8.71,112,1,5,6.481,1017.49,,,,,,,,
2485,1492196400,Overcast,cloudy,0,0,72.93,73.31,63.42,0.72,4.22,9.01,84,1,5,6.001,,,,,,,,,
2486,1492200000,Overcast,cloudy,0,0,74.42,74.72,62.83,0.67,4.65,10.73,126,1,5,7.002,,,,,,,,,
2487,1492203600,Mostly Cloudy,partly-cloudy-day,0,0,76.62,76.93,62.89,0.63,4.93,10.42,113,0.75,5,7.002,1015.99,,,,,,,,
2488,1492207200,Mostly Cloudy,partly-cloudy-day,0,0,78.55,78.84,62.63,0.58,7.19,12.5,152,0.75,3,7.478,,,,,,,,,
2489,1492210800,Mostly Cloudy,partly-cloudy-day,0,0,79.22,79.53,62.76,0.57,5.41,12.26,141,0.59,2,8.955,,,,,,,,,
2490,1492214400,Mostly Cloudy,partly-cloudy-day,0,0,78.82,79.19,63.46,0.59,6.85,11.02,105,0.5,0,9.997,1012.35,,,,,,,,
2491,1492218000,Mostly Cloudy,partly-cloudy-day,0,0,76.87,77.25,63.62,0.64,3.89,8.67,108,0.59,0,10,,,,,,,,,
2492,1492221600,Mostly Cloudy,partly-cloudy-night,0,0,75.01,75.41,63.73,0.68,2.9,8.99,125,0.59,0,10,,,,,,,,,
2493,1492225200,Partly Cloudy,partly-cloudy-night,0,0,74.08,74.56,64.34,0.72,5,7.36,102,0.19,0,10,1012.96,,,,,,,,
2494,1492228800,Partly Cloudy,partly-cloudy-night,0,0,72.43,72.92,64.28,0.76,6,10.46,108,0.23,0,10,,,,,,,,,
2495,1492232400,Mostly Cloudy,partly-cloudy-night,0,0,71.16,71.67,64.11,0.78,6.85,11.31,112,0.59,0,9.914,,,,,,,,,
2496,1492236000,Partly Cloudy,partly-cloudy-night,0,0,70.17,70.83,65.06,0.84,4.25,12.01,74,0.44,0,10,1016.99,,,,,,,,
2497,1492239600,Partly Cloudy,partly-cloudy-night,0,0,69.37,69.97,64.44,0.84,2.92,8.93,110,0.44,0,10,,,,,,,,,
2498,1492243200,Mostly Cloudy,partly-cloudy-night,0,0,68.41,69,64.07,0.86,3.39,10.32,106,0.75,0,10,,,,,,,,,
2499,1492246800,Overcast,cloudy,0,0,67.89,68.53,64.31,0.88,1.91,4.63,95,1,0,10,1014.2,,,,,,,,
2500,1492250400,Overcast,cloudy,0,0,67.93,68.57,64.31,0.88,1.75,4.18,84,1,0,9.997,,,,,,,,,
2501,1492254000,Overcast,cloudy,0,0,67.98,68.65,64.55,0.89,1.17,3.36,90,1,0,9.997,,,,,,,,,
2502,1492257600,Overcast,cloudy,0,0,67.78,68.55,65.19,0.91,2.44,3.36,84,1,0,5.396,1013.38,,,,,,,,
2503,1492261200,Overcast,cloudy,0,0,67.51,68.26,64.9,0.91,1.66,2.11,98,1,0,5,,,,,,,,,
2504,1492264800,Overcast,cloudy,0,0,67.91,68.66,65.1,0.91,1.58,2.01,126,1,1,4.44,,,,,,,,,
2505,1492268400,Overcast,cloudy,0,0,69.46,70.28,66.01,0.89,2.2,2.92,105,1,2,4.44,1014.36,,,,,,,,
2506,1492272000,Overcast,cloudy,0,0,70.04,70.7,65.06,0.84,4.12,6.02,64,1,4,4.958,,,,,,,,,
2507,1492275600,Overcast,cloudy,0,0,71.07,71.7,65.09,0.81,4.59,10.01,84,1,4,5.438,,,,,,,,,
2508,1492279200,Overcast,cloudy,0,0,73.05,73.68,65.48,0.77,4.15,8.99,92,1,5,5.48,1014.51,,,,,,,,
2509,1492282800,Overcast,cloudy,0,0,74.45,75.05,65.42,0.73,3.99,4.99,103,1,5,5.96,,,,,,,,,
2510,1492286400,Overcast,cloudy,0,0,74.62,75.11,64.52,0.71,3.92,8.36,92,1,5,5.96,,,,,,,,,
2511,1492290000,Overcast,cloudy,0,0,74.6,75.22,65.63,0.74,5.11,9.18,85,1,4,7.002,1013.31,,,,,,,,
2512,1492293600,Overcast,cloudy,0,0,75.3,75.86,65.2,0.71,3.97,8.99,80,1,3,6.522,,,,,,,,,
2513,1492297200,Overcast,cloudy,0,0,76.19,76.71,64.97,0.68,3.49,7.01,133,1,2,6.522,,,,,,,,,
2514,1492300800,Overcast,cloudy,0,0,75.06,75.61,65.08,0.71,4.85,9.01,88,1,0,7.519,1011.86,,,,,,,,
2515,1492304400,Mostly Cloudy,partly-cloudy-day,0,0,74.06,74.66,65.4,0.74,4.55,7.29,104,0.87,0,7.519,,,,,,,,,
2516,1492308000,Mostly Cloudy,partly-cloudy-night,0,0,73.15,73.81,65.71,0.78,3.18,8.63,107,0.75,0,7.519,,,,,,,,,
2517,1492311600,Overcast,cloudy,0,0,72.76,73.41,65.56,0.78,3.64,8.99,134,0.88,0,7.519,1012.71,,,,,,,,
2518,1492315200,Mostly Cloudy,partly-cloudy-night,0,0,72.8,73.47,65.76,0.79,4.16,7.94,98,0.87,0,7.519,,,,,,,,,
2519,1492318800,Mostly Cloudy,partly-cloudy-night,0,0,72.41,73.17,66.31,0.81,5.27,10.01,104,0.87,0,7.519,,,,,,,,,
2520,1492322400,Mostly Cloudy,partly-cloudy-night,0,0,71.45,72.24,66.37,0.84,2.57,7.31,66,0.75,0,7.002,1015.19,,,,,,,,
2521,1492326000,Mostly Cloudy,partly-cloudy-night,0,0,70.92,71.77,66.62,0.86,1.78,4.46,50,0.75,0,7.002,,,,,,,,,
2522,1492329600,Mostly Cloudy,partly-cloudy-night,0,0,70.17,70.89,65.52,0.85,2.07,4.99,40,0.75,0,7.002,,,,,,,,,
2523,1492333200,Mostly Cloudy,partly-cloudy-night,0,0,69.53,70.26,65.42,0.87,1.01,1.57,69,0.75,0,9.997,1014.2,,,,,,,,
2524,1492336800,Overcast,cloudy,0,0,69.37,70.12,65.55,0.88,1.12,2.68,59,1,0,9.997,,,,,,,,,
2525,1492340400,Overcast,cloudy,0,0,68.68,69.44,65.41,0.89,0.83,4.54,125,1,0,7.002,,,,,,,,,
2526,1492344000,Overcast,cloudy,0,0,68.49,69.35,65.93,0.92,0.77,4.03,169,1,0,4.478,1013.8,,,,,,,,
2527,1492347600,Overcast,cloudy,0,0,68.64,69.51,66.08,0.92,0.52,2.48,130,1,0,3.96,,,,,,,,,
2528,1492351200,Overcast,cloudy,0,0,68.92,69.79,66.2,0.91,1.16,3.26,76,1,1,4.44,,,,,,,,,
2529,1492354800,Overcast,cloudy,0,0,70.43,71.25,66.3,0.87,2.6,5.82,20,1,2,5.438,1014.82,,,,,,,,
2530,1492358400,Mostly Cloudy,partly-cloudy-day,0,0,74.89,75.56,66.07,0.74,2.38,4.75,343,0.75,4,6.481,,,,,,,,,
2531,1492362000,Mostly Cloudy,partly-cloudy-day,0,0,77.61,78.14,65.03,0.65,2.7,10.02,35,0.75,6,7.002,,,,,,,,,
2532,1492365600,Mostly Cloudy,partly-cloudy-day,0,0,79.78,81.72,65.47,0.62,3.02,8.99,17,0.75,6,7.995,1012.8,,,,,,,,
2533,1492369200,Mostly Cloudy,partly-cloudy-day,0,0,80.87,82.63,64.76,0.58,4.67,8.69,79,0.75,6,8.955,,,,,,,,,
2534,1492372800,Mostly Cloudy,partly-cloudy-day,0,0,80.66,82.38,64.57,0.58,5.47,10.01,110,0.75,6,7.478,,,,,,,,,
2535,1492376400,Mostly Cloudy,partly-cloudy-day,0,0,80.42,82.38,65.49,0.6,5.79,10.99,105,0.75,5,7.519,1011.15,,,,,,,,
2536,1492380000,Mostly Cloudy,partly-cloudy-day,0,0,78.73,79.44,66.78,0.67,6.77,7.81,131,0.75,3,6.522,,,,,,,,,
2537,1492383600,Mostly Cloudy,partly-cloudy-day,0,0,76.96,77.66,66.54,0.7,5.21,6.45,116,0.59,2,5.48,,,,,,,,,
2538,1492387200,Mostly Cloudy,partly-cloudy-day,0,0,76.65,77.22,65.3,0.68,6.41,14.03,97,0.75,0,6.001,1009.98,,,,,,,,
2539,1492390800,Overcast,cloudy,0,0,75.77,76.3,64.98,0.69,4.1,10.22,81,1,0,6.522,,,,,,,,,
2540,1492394400,Mostly Cloudy,partly-cloudy-night,0,0,74.85,75.32,64.41,0.7,2.83,6.17,63,0.59,0,7.002,,,,,,,,,
2541,1492398000,Mostly Cloudy,partly-cloudy-night,0,0,74.98,75.47,64.48,0.7,3.17,4.8,52,0.75,0,7.002,1012.24,,,,,,,,
2542,1492401600,Mostly Cloudy,partly-cloudy-night,0,0,74.17,74.83,65.91,0.75,5.14,6.32,85,0.75,0,7.002,,,,,,,,,
2543,1492405200,Mostly Cloudy,partly-cloudy-night,0,0,72.23,72.94,65.98,0.81,5.18,5.33,109,0.6,0,7.002,,,,,,,,,
2544,1492408800,Partly Cloudy,partly-cloudy-night,0,0,70.72,71.58,66.63,0.87,4.87,9.8,109,0.44,0,7.002,1013,,,,,,,,
2545,1492412400,Partly Cloudy,partly-cloudy-night,0,0,69.88,70.6,65.43,0.86,3.87,6.74,68,0.44,0,7.002,,,,,,,,,
2546,1492416000,Mostly Cloudy,partly-cloudy-night,0,0,69.63,70.37,65.56,0.87,3.46,5.38,77,0.75,0,7.002,,,,,,,,,
2547,1492419600,Mostly Cloudy,partly-cloudy-night,0,0,69.15,69.86,65.19,0.87,2.05,4.74,102,0.75,0,7.002,1013.89,,,,,,,,
2548,1492423200,Mostly Cloudy,partly-cloudy-night,0,0,68.3,68.98,64.68,0.88,0.44,4.04,359,0.75,0,5,1013.89,,,,,,,,
2549,1492426800,Overcast,cloudy,0,0,68.37,69.02,64.53,0.88,1.71,4.5,56,1,0,5.521,,,,,,,,,
2550,1492430400,Overcast,cloudy,0,0,68.49,69.21,65.06,0.89,2.39,3.92,91,1,0,5.521,1014.62,,,,,,,,
2551,1492434000,Overcast,cloudy,0,0,68.46,69.18,65.09,0.89,2.59,4.9,120,0.88,0,5.041,,,,,,,,,
2552,1492437600,Overcast,cloudy,0,0,69.36,70.05,65.02,0.86,2.76,5.33,90,1,1,5.521,,,,,,,,,
2553,1492441200,Overcast,cloudy,0,0,70.37,71.07,65.41,0.84,3.65,6.46,103,1,2,5,1015.49,,,,,,,,
2554,1492444800,Mostly Cloudy,partly-cloudy-day,0,0,72.16,72.76,65.02,0.78,4.16,6.8,105,0.75,4,6.522,,,,,,,,,
2555,1492448400,Mostly Cloudy,partly-cloudy-day,0,0,74.57,74.9,63.16,0.68,3.33,4.87,84,0.75,6,7.002,,,,,,,,,
2556,1492452000,Mostly Cloudy,partly-cloudy-day,0,0,75.69,76.12,64.08,0.67,5.11,10.01,108,0.75,6,7.002,1014.13,,,,,,,,
2557,1492455600,Mostly Cloudy,partly-cloudy-day,0,0,77.07,77.37,62.88,0.62,3.94,8.98,96,0.75,6,7.002,,,,,,,,,
2558,1492459200,Mostly Cloudy,partly-cloudy-day,0,0,77.86,78.2,63.21,0.61,5.09,9.84,119,0.75,6,7.002,,,,,,,,,
2559,1492462800,Overcast,cloudy,0,0,76.45,76.8,63.3,0.64,4.77,10.24,116,1,4,7.002,1012.22,,,,,,,,
2560,1492466400,Overcast,cloudy,0,0,75.63,75.99,63.4,0.66,5.87,11.11,113,1,3,7.002,,,,,,,,,
2561,1492470000,Overcast,cloudy,0,0,76.1,76.45,63.33,0.65,4.43,7.77,77,1,2,7.995,,,,,,,,,
2562,1492473600,Mostly Cloudy,partly-cloudy-day,0,0,76.38,76.76,63.65,0.65,2.9,4.25,85,0.75,0,8.438,1010.27,,,,,,,,
2563,1492477200,Mostly Cloudy,partly-cloudy-day,0,0,74.74,75.12,63.53,0.68,1.41,3.95,330,0.75,0,10,,,,,,,,,
2564,1492480800,Mostly Cloudy,partly-cloudy-night,0,0,74.34,74.66,62.96,0.68,1.42,3.06,303,0.75,0,10,,,,,,,,,
2565,1492484400,Mostly Cloudy,partly-cloudy-night,0,0,73.54,73.95,63.79,0.72,1.08,4.04,222,0.75,0,9.997,1012.85,,,,,,,,
2566,1492488000,Mostly Cloudy,partly-cloudy-night,0,0,71.78,72.31,64.39,0.78,1.43,4.95,151,0.87,0,8.438,,,,,,,,,
2567,1492491600,Possible Drizzle,rain,0.0059,0.38,rain,70.51,70.92,63.24,0.78,2.9,7.63,13,1,0,6.436,,,,,,,,
2568,1492495200,Possible Light Rain,rain,0.0263,0.68,rain,68.38,68.77,62.71,0.82,4.22,7.49,228,1,0,9.997,1014.91,,,,,,,
2569,1492498800,Overcast,cloudy,0.0045,0.26,rain,68.22,68.59,62.44,0.82,2.13,5.39,234,1,0,7.995,,,,,,,,
2570,1492502400,Possible Drizzle,rain,0.0038,0.49,rain,67.62,67.94,61.96,0.82,3.87,6.43,168,1,0,9.997,,,,,,,,
2571,1492506000,Overcast,cloudy,0,0,,67.22,67.62,62.45,0.85,4.94,8.64,126,1,0,9.997,1012.74,,,,,,,
2572,1492509600,Overcast,cloudy,0,0,,65.72,66.04,61.45,0.86,2.18,7.03,113,1,0,6.001,,,,,,,,
2573,1492513200,Mostly Cloudy,partly-cloudy-night,0,0,,64.51,64.78,60.76,0.88,1.18,4.36,33,0.75,0,5,,,,,,,,
2574,1492516800,Mostly Cloudy,partly-cloudy-night,0,0,,62.89,63.19,60.48,0.92,1.07,1.99,39,0.75,0,4.44,1014.01,,,,,,,
2575,1492520400,Mostly Cloudy,partly-cloudy-day,0,0,,62.52,62.75,59.86,0.91,2.24,3.89,352,0.75,0,3.918,,,,,,,,
2576,1492524000,Overcast,cloudy,0,0,,64.13,64.6,62,0.93,0.98,4.43,10,0.88,1,4.92,,,,,,,,
2577,1492527600,Mostly Cloudy,partly-cloudy-day,0,0,,67.1,67.57,62.87,0.86,2.16,4.38,317,0.75,3,4.92,1014.99,,,,,,,
2578,1492531200,Mostly Cloudy,partly-cloudy-day,0,0,,70.34,70.78,63.46,0.79,2.1,4.32,327,0.75,4,5.438,,,,,,,,
2579,1492534800,Mostly Cloudy,partly-cloudy-day,0,0,,74.92,75.21,62.84,0.66,2.27,5.2,29,0.59,6,5.96,,,,,,,,
2580,1492538400,Partly Cloudy,partly-cloudy-day,0,0,,78.67,78.86,61.65,0.56,2.67,9.71,44,0.44,8,6.481,1015.05,,,,,,,
2581,1492542000,Mostly Cloudy,partly-cloudy-day,0,0,,80.88,81.61,60.45,0.5,4.39,8.5,74,0.59,7,6.481,,,,,,,,
2582,1492545600,Partly Cloudy,partly-cloudy-day,0,0,,83.01,83.01,59.16,0.44,3.27,9.97,65,0.31,8,8.561,,,,,,,,
2583,1492549200,Partly Cloudy,partly-cloudy-day,0,0,,84.39,84.39,58.76,0.42,3.56,8.83,85,0.25,7,10,1012.67,,,,,,,
2584,1492552800,Partly Cloudy,partly-cloudy-day,0,0,,85.29,85.29,57.11,0.38,5.02,10.01,92,0.31,4,10,,,,,,,,
2585,1492556400,Partly Cloudy,partly-cloudy-day,0,0,,85.23,85.23,57.43,0.39,3.84,8.99,59,0.44,2,10,,,,,,,,
2586,1492560000,Mostly Cloudy,partly-cloudy-day,0,0,,84.04,84.09,60.08,0.44,6.62,11.48,96,0.75,0,10,1011.46,,,,,,,
2587,1492563600,Partly Cloudy,partly-cloudy-day,0,0,,80.57,81.55,61.39,0.52,4.61,11.59,103,0.36,0,10,,,,,,,,
2588,1492567200,Partly Cloudy,partly-cloudy-night,0,0,,77.88,78.09,61.96,0.58,3.66,10.89,127,0.21,0,10,,,,,,,,
2589,1492570800,Clear,clear-night,0,0,,76.35,76.62,62.54,0.62,4.12,7.03,137,0.09,0,10,1013.13,,,,,,,
2590,1492574400,Clear,clear-night,0,0,,74.02,74.26,62.22,0.67,3.11,7.52,129,0,0,10,,,,,,,,
2591,1492578000,Clear,clear-night,0,0,72.28,72.48,61.75,0.69,2.45,7.52,122,0,0,10,,,,,,,,,
2592,1492581600,Clear,clear-night,0,0,70.88,71.15,62.22,0.74,1.8,3.41,119,0,0,10,1014.41,,,,,,,,
2593,1492585200,Clear,clear-night,0,0,68.58,68.81,61.51,0.78,1.98,7.21,140,0,0,10,,,,,,,,,
2594,1492588800,Clear,clear-night,0,0,67.11,67.41,61.66,0.83,0.29,5.78,180,0,0,10,,,,,,,,,
2595,1492592400,Clear,clear-night,0,0,66.9,67.19,61.55,0.83,2.32,5.03,209,0,0,10,1013.23,,,,,,,,
2596,1492596000,Clear,clear-night,0,0,66.21,66.4,60.71,0.82,1.98,6.09,192,0,0,10,1015.42,,,,,,,,
2597,1492599600,Clear,clear-night,0,0,65.83,65.96,60.09,0.82,1.79,4,211,0,0,10,,,,,,,,,
2598,1492603200,Clear,clear-night,0,0,65.03,65.26,60.6,0.86,2.14,2.42,287,0,0,10,1013.42,,,,,,,,
2599,1492606800,Clear,clear-day,0,0,63.81,63.96,59.71,0.87,1.78,1.83,275,0,0,10,,,,,,,,,
2600,1492610400,Clear,clear-day,0,0,69.19,69.51,62.32,0.79,1.7,4.42,175,0,1,10,,,,,,,,,
2601,1492614000,Clear,clear-day,0,0,74.21,74.32,61.08,0.64,1.37,5.45,61,0,3,10,1014.93,,,,,,,,
2602,1492617600,Clear,clear-day,0,0,78.51,78.62,60.8,0.55,1.74,5.61,68,0,6,10,,,,,,,,,
2603,1492621200,Clear,clear-day,0,0,80.35,81.29,60.93,0.52,2.86,8.01,134,0,9,10,,,,,,,,,
2604,1492624800,Partly Cloudy,partly-cloudy-day,0,0,81.62,82.25,60.71,0.49,5.18,12.01,106,0.13,10,10,1015.23,,,,,,,,
2605,1492628400,Clear,clear-day,0,0,85.1,85.1,58.64,0.41,3.99,9.89,99,0.09,11,10,,,,,,,,,
2606,1492632000,Partly Cloudy,partly-cloudy-day,0,0,85.66,85.66,56.43,0.37,3.5,10.97,90,0.31,8,10,,,,,,,,,
2607,1492635600,Partly Cloudy,partly-cloudy-day,0,0,86.72,86.72,56.27,0.36,4.84,11.03,109,0.44,6,10,1013.04,,,,,,,,
2608,1492639200,Partly Cloudy,partly-cloudy-day,0,0,86.72,86.72,57.01,0.37,5.6,12.05,111,0.44,4,10,,,,,,,,,
2609,1492642800,Partly Cloudy,partly-cloudy-day,0,0,87.19,87.19,57,0.36,5.39,10.32,100,0.31,2,10,,,,,,,,,
2610,1492646400,Partly Cloudy,partly-cloudy-day,0,0,85.04,85.04,58.38,0.41,4.72,10.55,107,0.21,0,10,1013.2,,,,,,,,
2611,1492650000,Clear,clear-day,0,0,82.17,82.17,58.49,0.45,4.91,9.58,100,0,0,10,,,,,,,,,
2612,1492653600,Clear,clear-night,0,0,80.03,80.75,59.3,0.49,2.04,5.48,124,0,0,10,,,,,,,,,
2613,1492657200,Clear,clear-night,0,0,78.15,78.15,59.2,0.52,1.99,4.24,108,0,0,10,1014.99,,,,,,,,
2614,1492660800,Clear,clear-night,0,0,76.22,76.22,59.71,0.57,3.6,5.07,106,0,0,10,,,,,,,,,
2615,1492664400,Clear,clear-night,0,0,73.52,73.68,61.51,0.66,3.31,8.02,120,0,0,10,,,,,,,,,
2616,1492668000,Clear,clear-night,0,0,71.89,72.11,61.95,0.71,2.41,6.44,94,0,0,10,1016.5,,,,,,,,
2617,1492671600,Clear,clear-night,0,0,69.6,69.88,62.06,0.77,1.91,4.2,88,0,0,10,,,,,,,,,
2618,1492675200,Clear,clear-night,0,0,67.89,68.13,61.48,0.8,1.05,3.21,114,0,0,10,,,,,,,,,
2619,1492678800,Clear,clear-night,0,0,66.76,67.12,61.99,0.85,2.22,3.2,50,0,0,9.997,1014.2,,,,,,,,
2620,1492682400,Clear,clear-night,0,0,65.93,66.24,61.47,0.86,1.24,2.45,124,0,0,9.997,,,,,,,,,
2621,1492686000,Mostly Cloudy,partly-cloudy-night,0,0,65.25,65.61,61.58,0.88,0.88,3.2,161,0.75,0,7.995,,,,,,,,,
2622,1492689600,Overcast,cloudy,0,0,65.27,65.71,62.16,0.9,1.53,3.68,179,1,0,6.436,1013.29,,,,,,,,
2623,1492693200,Overcast,cloudy,0,0,65.74,66.2,62.45,0.89,1.14,2.83,193,1,0,6.001,,,,,,,,,
2624,1492696800,Overcast,cloudy,0,0,67.77,68.18,62.65,0.84,0.87,3.39,107,1,1,6.481,,,,,,,,,
2625,1492700400,Overcast,cloudy,0,0,70.14,70.59,63.51,0.8,2.38,4.51,16,1,3,6.481,1014.93,,,,,,,,
2626,1492704000,Mostly Cloudy,partly-cloudy-day,0,0,75.29,75.65,63.39,0.67,2.5,7.38,49,0.75,4,5.521,,,,,,,,,
2627,1492707600,Clear,clear-day,0,0,77.7,78.04,63.22,0.61,3.57,6.37,60,0,9,6.481,,,,,,,,,
2628,1492711200,Clear,clear-day,0,0,80.13,81.47,62.72,0.55,5.56,10.01,87,0,11,6.481,1014.04,,,,,,,,
2629,1492714800,Clear,clear-day,0,0,82.5,83.22,61.65,0.49,5.29,12.01,100,0,11,7.437,,,,,,,,,
2630,1492718400,Clear,clear-day,0,0,84.97,85.65,62.32,0.47,6.16,12.29,106,0.09,9,9.398,,,,,,,,,
2631,1492722000,Partly Cloudy,partly-cloudy-day,0,0,84.74,84.8,60.46,0.44,6.89,12.01,83,0.25,7,8.955,1011.23,,,,,,,,
2632,1492725600,Partly Cloudy,partly-cloudy-day,0,0,86.96,87.24,61.54,0.43,5.29,13.36,132,0.31,4,9.914,,,,,,,,,
2633,1492729200,Partly Cloudy,partly-cloudy-day,0,0,85.89,86.14,61.32,0.44,7.18,14.99,101,0.31,2,10,,,,,,,,,
2634,1492732800,Partly Cloudy,partly-cloudy-day,0,0,84.83,85.11,61.15,0.45,7.42,12.86,116,0.38,0,10,1010.28,,,,,,,,
2635,1492736400,Partly Cloudy,partly-cloudy-day,0,0,83.61,83.61,59.67,0.44,6.77,12.25,114,0.31,0,10,,,,,,,,,
2636,1492740000,Clear,clear-night,0,0,81.48,81.59,58.13,0.45,4.71,11.56,84,0,0,10,,,,,,,,,
2637,1492743600,Clear,clear-night,0,0,79.13,79.41,62.47,0.57,8.93,18.98,100,0,0,10,1011.62,,,,,,,,
2638,1492747200,Clear,clear-night,0,0,76.93,77.37,64.18,0.65,5.96,14.77,103,0,0,10,,,,,,,,,
2639,1492750800,Clear,clear-night,0,0,75.39,75.86,64.47,0.69,4.56,9.9,137,0,0,10,,,,,,,,,
2640,1492754400,Clear,clear-night,0,0,73.61,74.13,64.66,0.74,2.36,7.01,117,0,0,10,1014.9,,,,,,,,
2641,1492758000,Clear,clear-night,0,0,71.56,72.14,64.75,0.79,1.89,6.71,110,0,0,10,,,,,,,,,
2642,1492761600,Clear,clear-night,0,0,69.94,70.53,64.53,0.83,1.64,3.7,132,0,0,10,,,,,,,,,
2643,1492765200,Clear,clear-night,0,0,68.94,69.52,64.19,0.85,0.65,3.57,169,0,0,10,1012.8,,,,,,,,
2644,1492768800,Partly Cloudy,partly-cloudy-night,0,0,67.69,68.32,64.15,0.88,1.76,3.36,119,0.44,0,10,,,,,,,,,
2645,1492772400,Overcast,cloudy,0,0,68.59,69.27,64.74,0.88,1.68,3.44,134,1,0,7.002,,,,,,,,,
2646,1492776000,Overcast,cloudy,0,0,67.84,68.57,64.89,0.9,2.98,3.9,115,1,0,5.521,1010.4,,,,,,,,
2647,1492779600,Overcast,cloudy,0,0,67.5,68.17,64.42,0.9,2.64,3.29,128,0.88,0,6.481,,,,,,,,,
2648,1492783200,Overcast,cloudy,0,0,69.36,69.92,64.15,0.83,3.36,5.15,88,0.88,1,6.481,,,,,,,,,
2649,1492786800,Overcast,cloudy,0,0,71.94,72.55,65.11,0.79,3.73,5.96,61,0.88,3,6.957,1011.62,,,,,,,,
2650,1492790400,Mostly Cloudy,partly-cloudy-day,0,0,74.3,74.75,64.15,0.71,3.62,7.79,52,0.75,4,6.957,,,,,,,,,
2651,1492794000,Mostly Cloudy,partly-cloudy-day,0,0,76.28,76.66,63.64,0.65,5.34,9.32,47,0.75,6,6.481,,,,,,,,,
2652,1492797600,Partly Cloudy,partly-cloudy-day,0,0,78.69,79.13,64.19,0.61,5.38,8.88,71,0.46,8,6.481,1010.91,,,,,,,,
2653,1492801200,Clear,clear-day,0,0,81.82,83.13,63.39,0.54,5.33,8.99,122,0,11,6.481,,,,,,,,,
2654,1492804800,Clear,clear-day,0,0,83.81,84.73,62.74,0.49,4.75,8.47,123,0,10,7.478,,,,,,,,,
2655,1492808400,Clear,clear-day,0,0,85.44,86.34,62.96,0.47,6.11,8.99,93,0,7,8.438,1007.48,,,,,,,,
2656,1492812000,Clear,clear-day,0,0,86.96,87.44,62.08,0.43,4.93,8.49,76,0,4,8.438,,,,,,,,,
2657,1492815600,Clear,clear-day,0,0,87.91,88.33,61.96,0.42,5.01,11.51,99,0,2,9.997,,,,,,,,,
2658,1492819200,Clear,clear-day,0,0,87.32,87.81,62.1,0.43,6.27,11.51,117,0.09,0,9.997,1005.63,,,,,,,,
2659,1492822800,Clear,clear-day,0,0,85.81,85.85,60.7,0.43,4.65,10.07,114,0,0,10,,,,,,,,,
2660,1492826400,Clear,clear-night,0,0,83.4,83.66,60.49,0.46,2.83,6.68,123,0,0,10,,,,,,,,,
2661,1492830000,Clear,clear-night,0,0,80.73,81.72,61.55,0.52,2.15,7.01,146,0,0,9.997,1006.1,,,,,,,,
2662,1492833600,Clear,clear-night,0,0,79.16,79.41,62.14,0.56,2.75,6.44,105,0,0,10,,,,,,,,,
2663,1492837200,Clear,clear-night,0,0,75.51,76.07,65.23,0.7,5.08,9.97,118,0,0,10,,,,,,,,,
2664,1492840800,Clear,clear-night,0,0,73.49,74.01,64.65,0.74,2.45,5.68,95,0,0,9.997,1007.02,,,,,,,,
2665,1492844400,Clear,clear-night,0,0,72.39,72.88,64.2,0.75,1.99,4.64,94,0,0,9.997,,,,,,,,,
2666,1492848000,Clear,clear-night,0,0,70.92,71.21,62.37,0.74,1.29,5.33,93,0,0,9.997,,,,,,,,,
2667,1492851600,Clear,clear-night,0,0,69.76,70.55,65.86,0.87,1.43,1.98,30,0,0,9.997,1006.23,,,,,,,,
2668,1492855200,Clear,clear-night,0,0,68.36,69,64.45,0.87,1.48,3.16,62,0,0,9.997,,,,,,,,,
2669,1492858800,Partly Cloudy,partly-cloudy-night,0,0,67.51,68.15,64.24,0.89,1.14,3.66,283,0.19,0,6.001,,,,,,,,,
2670,1492862400,Overcast,cloudy,0,0,67.58,68.47,65.84,0.94,1.21,2.99,288,1,0,4.478,1006.92,,,,,,,,
2671,1492866000,Overcast,cloudy,0,0,67.02,67.69,64.22,0.91,0.8,2.01,,1,0,3.48,,,,,,,,,
2672,1492869600,Overcast,cloudy,0,0,69.48,70.05,64.23,0.83,0.88,2.01,95,1,1,3.48,,,,,,,,,
2673,1492873200,Overcast,cloudy,0,0,73.38,74.12,66.45,0.79,3.36,4,338,1,3,4.478,1008.37,,,,,,,,
2674,1492876800,Partly Cloudy,partly-cloudy-day,0,0,77.91,78.49,65.55,0.66,6.04,12.01,3,0.21,6,5.48,,,,,,,,,
2675,1492880400,Clear,clear-day,0,0,81.48,82.81,63.36,0.54,6.07,18.98,358,0.09,9,8.081,,,,,,,,,
2676,1492884000,Clear,clear-day,0,0,84.69,85.54,62.74,0.48,7.2,16,29,0,11,9.603,1010.06,,,,,,,,
2677,1492887600,Clear,clear-day,0,0,87.15,87.17,60.9,0.41,8.16,14,51,0,11,10,,,,,,,,,
2678,1492891200,Partly Cloudy,partly-cloudy-day,0,0,87.64,88.39,62.73,0.44,6.54,14.99,43,0.19,9,10,,,,,,,,,
2679,1492894800,Partly Cloudy,partly-cloudy-day,0,0,87.99,88.9,63.08,0.44,9.17,22.55,50,0.44,6,10,1009.05,,,,,,,,
